WTeam,LTeam,probability
Indiana Pacers,Houston Rockets,0.5062535014900835
Utah Jazz,Orlando Magic,0.5021408169785326
Milwaukee Bucks,Brooklyn Nets,0.5152466439899499
Memphis Grizzlies,Golden State Warriors,0.5023279487510744
New York Knicks,Sacramento Kings,0.5099187210362759
Philadelphia 76ers,Portland Trail Blazers,0.5340351908282518
Washington Wizards,Atlanta Hawks,0.5095738486301475
Miami Heat,Cleveland Cavaliers,0.5220720189284356
Minnesota Timberwolves,Brooklyn Nets,0.5071773198330642
San Antonio Spurs,Denver Nuggets,0.5033483815463452
Los Angeles Lakers,Toronto Raptors,0.5412307669699163
Los Angeles Clippers,New York Knicks,0.5061654573733039
Charlotte Hornets,Utah Jazz,0.5086180134736333
Detroit Pistons,Indiana Pacers,0.522478803130196
Miami Heat,Orlando Magic,0.5085112460546233
Atlanta Hawks,Boston Celtics,0.5074058601407775
Chicago Bulls,Houston Rockets,0.5123245214502539
Dallas Mavericks,Memphis Grizzlies,0.5055940521337966
Golden State Warriors,Milwaukee Bucks,0.5182284707661785
New Orleans Pelicans,Oklahoma City Thunder,0.5179223273744086
Phoenix Suns,Sacramento Kings,0.5237344760261843
Denver Nuggets,Brooklyn Nets,0.5124413783451643
Charlotte Hornets,Cleveland Cavaliers,0.5077154801331973
Philadelphia 76ers,Washington Wizards,0.541526000367405
New Orleans Pelicans,Portland Trail Blazers,0.5049445630357416
San Antonio Spurs,Oklahoma City Thunder,0.5151132812508754
Los Angeles Lakers,New York Knicks,0.5159186448927039
Detroit Pistons,Indiana Pacers,0.522478803130196
Atlanta Hawks,Minnesota Timberwolves,0.5157191734574792
Dallas Mavericks,Memphis Grizzlies,0.5355754125636569
Miami Heat,Utah Jazz,0.5229729613382114
Houston Rockets,Boston Celtics,0.5027411642251751
Golden State Warriors,Phoenix Suns,0.5243763420791504
Milwaukee Bucks,Sacramento Kings,0.5042904024648376
Charlotte Hornets,Cleveland Cavaliers,0.5077154801331973
Washington Wizards,Detroit Pistons,0.5106529134894512
Denver Nuggets,Toronto Raptors,0.5060805541132092
Los Angeles Lakers,New Orleans Pelicans,0.5019915859177175
Brooklyn Nets,Oklahoma City Thunder,0.5013935577093875
San Antonio Spurs,Orlando Magic,0.5118523126125732
Phoenix Suns,Milwaukee Bucks,0.5075344526960157
Portland Trail Blazers,New York Knicks,0.5077682872173002
Cleveland Cavaliers,Philadelphia 76ers,0.50524014755543
Miami Heat,Memphis Grizzlies,0.5351250295357901
Chicago Bulls,Sacramento Kings,0.5502453757022077
Los Angeles Lakers,Houston Rockets,0.501572100662449
Minnesota Timberwolves,Boston Celtics,0.5052516302223884
Dallas Mavericks,San Antonio Spurs,0.5099034127217889
Los Angeles Clippers,Golden State Warriors,0.5088513183667118
Detroit Pistons,Denver Nuggets,0.5099747301405928
Brooklyn Nets,Sacramento Kings,0.5303977054987562
Toronto Raptors,Oklahoma City Thunder,0.5056883555695838
Milwaukee Bucks,Indiana Pacers,0.5296473295467591
Phoenix Suns,Orlando Magic,0.5184206312015465
Philadelphia 76ers,Charlotte Hornets,0.5027005645351855
Atlanta Hawks,Golden State Warriors,0.5059140904884438
Cleveland Cavaliers,Washington Wizards,0.5293410886508502
Chicago Bulls,Minnesota Timberwolves,0.540973098736412
Houston Rockets,New Orleans Pelicans,0.5135480333359207
San Antonio Spurs,Memphis Grizzlies,0.5090443784440826
Portland Trail Blazers,Boston Celtics,0.5119451477765967
Los Angeles Lakers,Dallas Mavericks,0.5106866210323944
New York Knicks,Denver Nuggets,0.5237649959885539
Los Angeles Clippers,Orlando Magic,0.5226736723467528
Philadelphia 76ers,Indiana Pacers,0.5181690280698621
Minnesota Timberwolves,Toronto Raptors,0.5016017479842749
Chicago Bulls,Miami Heat,0.5237001696485495
Memphis Grizzlies,Golden State Warriors,0.5023279487510744
Washington Wizards,Sacramento Kings,0.5207460282875841
Utah Jazz,Boston Celtics,0.5181484682416464
Brooklyn Nets,Denver Nuggets,0.5165996799251635
Oklahoma City Thunder,Phoenix Suns,0.5042904791077735
San Antonio Spurs,Atlanta Hawks,0.5059946741798083
Miami Heat,Detroit Pistons,0.5028920541515507
Houston Rockets,New Orleans Pelicans,0.5135480333359207
Milwaukee Bucks,Toronto Raptors,0.5344925796682021
Portland Trail Blazers,Los Angeles Clippers,0.5159286031128898
Los Angeles Lakers,Orlando Magic,0.5324020174446591
Charlotte Hornets,Indiana Pacers,0.5276055801716258
Philadelphia 76ers,Chicago Bulls,0.5163907973106837
New York Knicks,Minnesota Timberwolves,0.5282319562383301
Houston Rockets,Golden State Warriors,0.5012491536110693
Dallas Mavericks,Memphis Grizzlies,0.5055940521337966
Utah Jazz,Sacramento Kings,0.5357635762284275
Orlando Magic,Washington Wizards,0.5106725894152835
Atlanta Hawks,Detroit Pistons,0.5149668190400835
Brooklyn Nets,Cleveland Cavaliers,0.5092050661736971
New Orleans Pelicans,San Antonio Spurs,0.5155187165484237
Boston Celtics,Sacramento Kings,0.5057412613367445
Los Angeles Clippers,Oklahoma City Thunder,0.5259293050184973
Washington Wizards,Denver Nuggets,0.5069280456594564
Dallas Mavericks,Golden State Warriors,0.5245879573985576
Miami Heat,New York Knicks,0.5214555037856891
Toronto Raptors,Indiana Pacers,0.506436702927313
Chicago Bulls,Philadelphia 76ers,0.5187609119267488
Memphis Grizzlies,Houston Rockets,0.5142694776149748
Milwaukee Bucks,San Antonio Spurs,0.526502522441785
Minnesota Timberwolves,Atlanta Hawks,0.5117350508297733
Utah Jazz,Portland Trail Blazers,0.5207675129093209
Los Angeles Lakers,Phoenix Suns,0.5276843279592277
New York Knicks,Orlando Magic,0.503661224569726
Brooklyn Nets,Cleveland Cavaliers,0.5092050661736971
New Orleans Pelicans,Charlotte Hornets,0.5055147980121028
Los Angeles Clippers,Oklahoma City Thunder,0.5259293050184973
Boston Celtics,Indiana Pacers,0.5313469472025213
Washington Wizards,San Antonio Spurs,0.5162858745230061
Detroit Pistons,Toronto Raptors,0.5023547997207155
Memphis Grizzlies,Houston Rockets,0.5142694776149748
Dallas Mavericks,Charlotte Hornets,0.5292596934547162
Utah Jazz,Milwaukee Bucks,0.5195974058096612
Golden State Warriors,Philadelphia 76ers,0.5028080110151304
Chicago Bulls,Portland Trail Blazers,0.5031207484443159
Sacramento Kings,Phoenix Suns,0.5018686128727854
Los Angeles Lakers,Oklahoma City Thunder,0.5356502459691843
Atlanta Hawks,Indiana Pacers,0.5237452917610119
Miami Heat,Brooklyn Nets,0.5275452684981159
Denver Nuggets,Milwaukee Bucks,0.5119666777478993
Philadelphia 76ers,Phoenix Suns,0.5078928337906252
Utah Jazz,Sacramento Kings,0.5083987724222905
Los Angeles Clippers,New Orleans Pelicans,0.5211418239829535
Charlotte Hornets,Dallas Mavericks,0.5018626206125064
Los Angeles Lakers,Chicago Bulls,0.5050341551716657
Atlanta Hawks,Memphis Grizzlies,0.5169357072812377
Boston Celtics,San Antonio Spurs,0.5282033813026278
Cleveland Cavaliers,Houston Rockets,0.5296364182962571
Orlando Magic,Brooklyn Nets,0.5024431888109503
Toronto Raptors,Washington Wizards,0.500237284987978
Portland Trail Blazers,Oklahoma City Thunder,0.5275278648535526
Golden State Warriors,Minnesota Timberwolves,0.5250824287823058
Detroit Pistons,Milwaukee Bucks,0.5075876240041798
Dallas Mavericks,Indiana Pacers,0.5136104483381068
New York Knicks,Houston Rockets,0.5303600210714081
Utah Jazz,Phoenix Suns,0.5257437948637829
Philadelphia 76ers,Denver Nuggets,0.5034594939484349
Portland Trail Blazers,New Orleans Pelicans,0.5227418777725523
Sacramento Kings,Minnesota Timberwolves,0.502576417035051
Chicago Bulls,Los Angeles Clippers,0.5047237908853119
Washington Wizards,Boston Celtics,0.5030895966739897
Atlanta Hawks,Cleveland Cavaliers,0.5038455027397848
Miami Heat,Toronto Raptors,0.5189399273384709
Memphis Grizzlies,Orlando Magic,0.5161593262305488
Charlotte Hornets,Oklahoma City Thunder,0.5001262302564375
Golden State Warriors,New Orleans Pelicans,0.5275677203357663
Milwaukee Bucks,Indiana Pacers,0.5027484913036906
Brooklyn Nets,Houston Rockets,0.5232036031970437
New York Knicks,Miami Heat,0.5109130426016206
Philadelphia 76ers,Dallas Mavericks,0.52203631152538
Chicago Bulls,Los Angeles Lakers,0.5284033211459811
Memphis Grizzlies,Los Angeles Clippers,0.5078059406161833
Oklahoma City Thunder,Detroit Pistons,0.5042452370026087
Utah Jazz,San Antonio Spurs,0.5031484286719197
Phoenix Suns,Minnesota Timberwolves,0.5143979890445715
Portland Trail Blazers,Sacramento Kings,0.5295811453566103
Milwaukee Bucks,Boston Celtics,0.5133222288129469
Denver Nuggets,New Orleans Pelicans,0.5213151897521597
Chicago Bulls,Charlotte Hornets,0.5037912215742649
Indiana Pacers,Oklahoma City Thunder,0.511406803537909
Philadelphia 76ers,Toronto Raptors,0.5524928086305756
Washington Wizards,Orlando Magic,0.5154296901137312
Boston Celtics,Utah Jazz,0.5123707748315952
Brooklyn Nets,Atlanta Hawks,0.5192428036130226
Cleveland Cavaliers,New York Knicks,0.5150348034552416
Houston Rockets,Detroit Pistons,0.5103046222374361
Memphis Grizzlies,Los Angeles Clippers,0.5078059406161833
Minnesota Timberwolves,Los Angeles Lakers,0.5009385247187289
Golden State Warriors,San Antonio Spurs,0.5299516451614593
Portland Trail Blazers,Sacramento Kings,0.5295811453566103
Phoenix Suns,Denver Nuggets,0.5099215677239319
Miami Heat,Dallas Mavericks,0.5162272086349219
New Orleans Pelicans,Los Angeles Clippers,0.5063079402316484
Charlotte Hornets,Toronto Raptors,0.5324532963563049
Brooklyn Nets,Utah Jazz,0.510107503646352
Chicago Bulls,Memphis Grizzlies,0.5421825100395117
Minnesota Timberwolves,Portland Trail Blazers,0.5078741954394167
Dallas Mavericks,Atlanta Hawks,0.5020078740230919
Sacramento Kings,San Antonio Spurs,0.5074599342354232
Orlando Magic,Detroit Pistons,0.508081404762172
New York Knicks,Washington Wizards,0.5300647426388007
Los Angeles Lakers,Houston Rockets,0.501572100662449
Oklahoma City Thunder,Phoenix Suns,0.5042904791077735
Philadelphia 76ers,Milwaukee Bucks,0.5006521235064028
Cleveland Cavaliers,Indiana Pacers,0.5355147041389262
Denver Nuggets,Golden State Warriors,0.5090249417081344
Charlotte Hornets,Toronto Raptors,0.5324532963563049
Washington Wizards,Milwaukee Bucks,0.504540517091331
Cleveland Cavaliers,Orlando Magic,0.5030435668993459
Miami Heat,Detroit Pistons,0.5028920541515507
Brooklyn Nets,Minnesota Timberwolves,0.5210723936465759
Houston Rockets,Denver Nuggets,0.5065796649408529
Memphis Grizzlies,Portland Trail Blazers,0.5064426676011414
New Orleans Pelicans,Sacramento Kings,0.519979367186918
Philadelphia 76ers,Boston Celtics,0.5314234129519502
Chicago Bulls,Atlanta Hawks,0.5391522954652044
Utah Jazz,Los Angeles Lakers,0.5138396110401398
Golden State Warriors,Oklahoma City Thunder,0.5323486072938148
Phoenix Suns,San Antonio Spurs,0.5192764597703182
Detroit Pistons,Brooklyn Nets,0.5080624912385887
New York Knicks,Indiana Pacers,0.5083772496456567
Atlanta Hawks,Washington Wizards,0.5175561735760118
Boston Celtics,Toronto Raptors,0.5361900209707592
Chicago Bulls,Milwaukee Bucks,0.5017428202553332
New Orleans Pelicans,Memphis Grizzlies,0.5118552652699239
Dallas Mavericks,Sacramento Kings,0.543656700701109
Los Angeles Clippers,Los Angeles Lakers,0.5060306886388293
Cleveland Cavaliers,Orlando Magic,0.5030435668993459
Philadelphia 76ers,Miami Heat,0.5224205501757392
San Antonio Spurs,Portland Trail Blazers,0.5021325887309808
Utah Jazz,Oklahoma City Thunder,0.5337135209311695
Phoenix Suns,Denver Nuggets,0.5099215677239319
Charlotte Hornets,Houston Rockets,0.5217165971482164
Miami Heat,Washington Wizards,0.5059393716454844
Indiana Pacers,Detroit Pistons,0.5033653141343816
Brooklyn Nets,Orlando Magic,0.5250907913878416
Boston Celtics,Toronto Raptors,0.5361900209707592
Philadelphia 76ers,Atlanta Hawks,0.5065707265519741
Milwaukee Bucks,Memphis Grizzlies,0.5228452519727231
New York Knicks,New Orleans Pelicans,0.5018567991301842
Dallas Mavericks,Chicago Bulls,0.5110298420504884
Golden State Warriors,Sacramento Kings,0.5072330445494201
Los Angeles Lakers,Phoenix Suns,0.5276843279592277
Utah Jazz,Denver Nuggets,0.521981120384196
Los Angeles Clippers,Portland Trail Blazers,0.5129643952830729
San Antonio Spurs,Minnesota Timberwolves,0.5078268926375237
Boston Celtics,Atlanta Hawks,0.5215034594192521
Philadelphia 76ers,Brooklyn Nets,0.5012105746886271
Chicago Bulls,Detroit Pistons,0.5402250002607862
Cleveland Cavaliers,Charlotte Hornets,0.5223961703633958
Miami Heat,Orlando Magic,0.5379192021125777
New York Knicks,Indiana Pacers,0.5362371821775563
Milwaukee Bucks,Toronto Raptors,0.5084678913440046
Washington Wizards,Houston Rockets,0.5135396775188419
Dallas Mavericks,San Antonio Spurs,0.539221100200521
Denver Nuggets,Sacramento Kings,0.5281564480163669
Los Angeles Lakers,Utah Jazz,0.5174374119615865
Minnesota Timberwolves,New Orleans Pelicans,0.5160564593328505
Oklahoma City Thunder,Memphis Grizzlies,0.5062159154837984
Phoenix Suns,Los Angeles Clippers,0.5100692294420165
Portland Trail Blazers,Golden State Warriors,0.5104538619839597
